DealNumber,ContractDate,InventoryType,VIN,VehicleMake,VehicleModel,VehicleModelYear,VehicleSalePrice,TotalGrossProfit,BackEndGrossProfit,FrontEndGrossProfit,ContractTerm,BuyerHomeAddressCity,BuyerHomeAddressState,BuyerHomeAddressPostalCode,Trade1_VIN,Trade1_Year,Trade1_Make,Trade1_Model,Trade2_VIN,Trade2_Year,Trade2_Make,Trade2_Model
2003346,2007-07-30,U,2T2HA31U14C029968,Lexus,RX 330,2004,30000.0,6000.0,0.0,6000.0,1.0,South Bend,IN,466152630,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003351,2007-07-30,N,JTHCE96S570009989,Lexus,GS 350,2007,48848.0,3674.5,-442.5,4117.0,1.0,Valparaiso,IN,463858172,JTHBN30F330123133,2003.0,Lexus,LS 430,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003357,2007-07-30,U,JTHBF30GX36021301,Lexus,ES 300,2003,21200.0,2899.81,-799.94,3699.75,1.0,Granger,IN,465305500,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003363,2007-07-30,U,1HGCM665X5A031086,Honda,Accord,2005,19000.0,1191.75,-230.58,1422.33,1.0,Vandalia,MI,490958745,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003368,2007-07-30,N,JTHBE262472011823,Lexus,IS 350,2007,47274.0,2562.92,216.72,2591.0,48.0,Benton Harbor,MI,490226312,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003389,2007-07-31,U,JTJHF10U630294998,Lexus,RX 300,2003,18471.0,3700.6,1190.5,3180.14,60.0,Saint Joseph,MI,490853370,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003391,2007-07-31,N,JTHCK262372016315,Lexus,IS 250,2007,36801.0,2700.46,855.46,2045.0,48.0,Walkerton,IN,465749064,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003394,2007-07-31,U,JTHBA30G655073743,Lexus,ES 330,2005,27607.0,3312.72,665.55,3362.9,60.0,South Bend,IN,466351305,JTHBF30G320051001,2002.0,Lexus,ES 300,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003396,2007-08-01,N,JTHBL46F175047567,Lexus,LS 460,2007,66500.0,6146.8,-826.2,6973.0,1.0,Long Beach,IN,463601722,1GNFK16Z33J132966,2003.0,Chevrolet,Suburban 1500,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003401,2007-08-07,U,JTHBN30FX30094035,Lexus,LS 430,2003,32100.0,3582.5,705.0,3670.0,60.0,Granger,IN,465309429,WVWEK73C96P048594,2006.0,Volkswagen,Passat,SAJAV1341EC382010,1984.0,Jaguar,XJ6
2003412,2007-08-21,N,JTHBJ46G072153332,Lexus,ES 350,2007,34750.0,2151.0,200.0,2151.0,60.0,Louisville,KY,402913968,WBACD4325VAV53697,1997.0,BMW,328i,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003416,2007-08-04,U,4JGAB57E33A442861,Mercedes-Benz,ML350,2003,20708.49,2754.56,629.0,2667.41,60.0,Greensburg,IN,472407666,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003419,2007-08-04,N,2T2HK31UX8C071980,Lexus,RX 350,2008,42500.0,2002.0,-200.0,2202.0,1.0,Niles,MI,491207819,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003430,2007-08-06,N,2T2HK31U68C063519,Lexus,RX 350,2008,46200.0,4609.17,1848.22,3068.0,48.0,Richland,WA,993542190,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003434,2007-08-07,U,JTHCK262662000592,Lexus,IS 250,2006,29500.0,2538.51,773.11,2187.2,60.0,Granger,IN,465308743,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003451,2007-08-08,N,2T2HK31U98C072439,Lexus,RX 350,2008,39000.0,2581.6,-275.4,2857.0,1.0,Mishawaka,IN,465449727,2T2HA31U04C038001,2004.0,Lexus,RX 330,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003452,2007-08-10,N,JTHFN45Y079015846,Lexus,SC 430,2007,63570.0,4744.05,-562.95,5307.0,36.0,Granger,IN,465304841,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003453,2007-08-10,N,2T2HK31U48C072347,Lexus,RX 350,2008,42657.0,2671.0,600.0,2271.0,60.0,Saint Joseph,MI,490852631,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003454,2007-08-09,N,JTHBJ46G472148893,Lexus,ES 350,2007,35464.0,2147.35,-217.65,2365.0,1.0,Logansport,IN,469471308,2C3LA63H26H239508,2006.0,Chrysler,300C,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003457,2007-08-09,N,2T2HK31U88C071590,Lexus,RX 350,2008,39464.0,2546.0,250.0,2521.0,60.0,South Bend,IN,466351082,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003459,2007-08-10,N,2T2HK31U48C067634,Lexus,RX 350,2008,43157.0,3431.7,880.7,2821.0,39.0,Notre Dame,IN,46556,2T2HA31U15C087113,2005.0,Lexus,RX 330,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003465,2007-08-11,N,JTHBJ46G672143761,Lexus,ES 350,2007,38200.0,926.0,-200.0,1126.0,1.0,Union,MI,491309716,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003467,2007-08-11,U,JTHBF30G720037442,Lexus,ES 300,2002,19302.83,3157.12,-885.71,4042.83,1.0,Edwardsburg,MI,491129658,1G8AJ55F26Z142988,2006.0,Saturn,ION,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003471,2007-08-11,N,JTJHK31U682041780,Lexus,RX 350,2008,38000.0,857.0,-200.0,1057.0,1.0,Westlake,OH,441453654,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003477,2007-08-13,U,2T2HA31U84C036156,Lexus,RX 330,2004,30325.0,3775.68,1025.55,3500.17,60.0,Indianapolis,IN,462342903,2C8GM48L05R554949,2005.0,Chrysler,Pacifica,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003484,2007-08-13,U,JTHBN30F730113950,Lexus,LS 430,2003,26690.0,2203.12,-567.71,2770.83,1.0,South Bend,IN,466376040,JTJHT00W743536802,2004.0,Lexus,LX 470,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003485,2007-08-13,N,2T2HK31U28C068653,Lexus,RX 350,2008,39500.0,2528.04,-265.96,2794.0,1.0,South Bend,IN,466145817,JTJHF10U320241870,2002.0,Lexus,RX 300,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003492,2007-08-14,N,JTHBL46F375049403,Lexus,LS 460,2007,71026.0,7869.66,1049.66,7765.0,48.0,Goshen,IN,465265906,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003498,2007-08-17,U,JTJHA31U240023253,Lexus,RX 330,2004,32500.0,4705.8,-1401.94,6107.74,1.0,Niles,MI,491209025,1G6DM57N430122372,2003.0,Cadillac,CTS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003518,2007-08-15,N,JTHBJ46G072145375,Lexus,ES 350,2007,35027.83,2062.33,283.5,1978.83,36.0,Fort Wayne,IN,468041547,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003520,2007-08-16,N,2T2HK31U98C060646,Lexus,RX 350,2008,42835.93,2878.09,600.0,2499.93,60.0,Bridgman,MI,491069360,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003521,2007-08-16,N,2T2HK31U78C057583,Lexus,RX 350,2008,43207.0,2933.36,347.51,2862.0,36.0,Stevensville,MI,491279378,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003522,2007-08-16,N,2T2HK31U68C072477,Lexus,RX 350,2008,42746.0,3061.1,998.1,2263.0,60.0,South Bend,IN,466288426,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003524,2007-08-17,U,3VWMJ71K96M649256,Volkswagen,Jetta,2006,21414.0,2375.41,-625.14,3000.55,1.0,Hebron,IN,463419603,1G1YY22P6T5103764,1996.0,Chevrolet,Corvette,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003532,2007-08-17,N,JTHBJ46G772152646,Lexus,ES 350,2007,41872.0,4536.5,-637.5,5174.0,1.0,Mishawaka,IN,465446725,1G2WP12K2VF249077,1997.0,Pontiac,Grand Prix,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003548,2007-08-18,N,JTHBJ46G572148370,Lexus,ES 350,2007,35105.0,2100.68,235.68,2065.0,48.0,Bristol,IN,465070265,2T2HA31UX5C052134,2005.0,Lexus,RX 330,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003560,2007-08-21,N,JTHBJ46G472118082,Lexus,ES 350,2007,38800.0,1808.0,-200.0,2008.0,1.0,Brentwood,TN,370278695,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003563,2007-08-21,N,2T2HK31U98C072554,Lexus,RX 350,2008,38700.0,1357.0,-200.0,1557.0,1.0,Bremen,IN,465068909,1G6KY549X1U201098,2001.0,Cadillac,Seville,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003567,2007-08-22,U,1G1YY22P6T5103764,Chevrolet,Corvette,1996,14000.0,2558.75,-686.25,3245.0,1.0,Saint Joseph,MI,490852207,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003571,2007-08-22,U,WBACD4325VAV53697,BMW,328i,1997,7000.0,1045.0,-200.0,1245.0,1.0,South Bend,IN,466149634,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003584,2007-08-23,N,2T2HK31U08C074161,Lexus,RX 350,2008,37500.0,2326.6,-230.4,2557.0,1.0,South Bend,IN,466376040,JTHBA30G555139134,2005.0,Lexus,ES 330,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003589,2007-08-24,N,JTHCK262472019496,Lexus,IS 250,2007,35584.73,5395.66,1756.94,4116.73,48.0,Benton Harbor,MI,490226638,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003610,2007-08-30,N,JTHCK262875015448,Lexus,IS 250,2007,37700.0,2359.7,-252.3,2612.0,1.0,Granger,IN,465304268,WAUED28D1XA010664,1999.0,Audi,A4,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003613,2007-08-28,N,JTHBL46F875044780,Lexus,LS 460,2007,66272.0,5904.0,-400.0,6304.0,1.0,Edina,MN,554391954,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003624,2007-08-28,N,JTHBJ46G872148461,Lexus,ES 350,2007,39000.0,2866.6,772.8,2302.0,48.0,South Bend,IN,466195560,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003625,2007-08-28,U,1GHDT13S422106707,Oldsmobile,Bravada,2002,10381.0,495.53,495.0,0.53,60.0,Nashville,TN,372113507,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003632,2007-08-29,U,JTHBA30G945043702,Lexus,ES 330,2004,25538.68,1812.36,-437.46,2249.82,1.0,Saint Joseph,MI,490851665,2MRDA22245BJ00808,2005.0,Mercury,Monterey,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003633,2007-08-29,N,JTHBJ46G472154791,Lexus,ES 350,2007,35000.0,1760.0,-200.0,1960.0,1.0,Granger,IN,465307890,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003645,2007-08-30,U,JTJHA31U540048504,Lexus,RX 330,2004,27312.26,2850.51,-783.51,3634.02,1.0,Goshen,IN,465268739,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003650,2007-08-31,N,JTHBJ46G172152853,Lexus,ES 350,2007,35000.0,1760.0,-200.0,1960.0,48.0,Greensburg,IN,472407868,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003654,2007-08-31,U,JTHBF30G320051001,Lexus,ES 300,2002,17657.0,2600.65,-900.28,3500.93,1.0,Niles,MI,491207693,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003658,2008-01-29,U,2C3AA63H35H526023,Chrysler,300C,2005,25000.0,3139.73,200.0,3752.97,60.0,New Carlisle,IN,465529236,2C3HE66G9YH184572,2000.0,Chrysler,300M,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003662,2007-09-11,N,2T2HK31U68C074309,Lexus,RX 350,2008,38500.0,1260.0,-200.0,1460.0,1.0,Saint Joseph,MI,490858605,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003669,2007-09-04,N,JTHCK262372019702,Lexus,IS 250,2007,32839.0,1230.0,-200.0,1430.0,48.0,South Bend,IN,466146102,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003671,2007-09-05,N,JTHBJ46G972154799,Lexus,ES 350,2007,38500.0,2093.8,-208.2,2302.0,1.0,Naples,FL,341107000,WDBLK70G81T056733,2001.0,Mercedes-Benz,CLK430,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003674,2007-09-06,N,JTJBT20X370143878,Lexus,GX 470,2007,48826.0,3449.9,-401.1,3851.0,1.0,N Palm Beach,FL,334082929,JTJBT20X140029213,2004.0,Lexus,GX 470,WAUML54D51N000550,2001.0,Audi,A8
2003683,2007-09-06,U,2T2HK31U77C022766,Lexus,RX 350,2007,36217.0,2749.98,-749.99,3499.97,1.0,Saint Joseph,MI,490854106,WDBRF61J03F323979,2003.0,Mercedes-Benz,C240,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003697,2007-09-21,N,JTHBJ46G582155935,Lexus,ES 350,2008,37786.0,3570.5,618.3,3311.0,60.0,Buchanan,MI,491071721,4T1BE32K73U732614,2003.0,Toyota,Camry,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003713,2007-09-14,N,JTHBJ46G972141910,Lexus,ES 350,2007,39056.37,2556.37,600.0,2156.37,60.0,Portage,IN,463684511,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003730,2007-09-13,U,JTHBN30F010022368,Lexus,LS 430,2001,24900.0,4492.43,582.48,5046.6,48.0,Michigan City,IN,463602621,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003731,2007-09-13,N,JTJHW31UX72039002,Lexus,RX 400h,2007,47500.0,3027.2,-340.8,3368.0,1.0,South Bend,IN,466289586,1G4CW54K924165928,2002.0,Buick,Park Avenue,1N4DL01A4YC188747,2000.0,Nissan,Altima
2003736,2007-09-14,U,JTJHA31U240041865,Lexus,RX 330,2004,19250.26,0.0,0.0,0.0,60.0,Harbor Spgs,MI,497409689,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003748,2007-09-20,N,JTJBT20X280150029,Lexus,GX 470,2008,52000.0,4958.84,1115.64,4313.0,72.0,Peoria,AZ,853813772,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003754,2007-09-17,N,JTHBL46F385052674,Lexus,LS 460,2008,68900.0,6129.6,-821.4,6951.0,1.0,Bremen,IN,465061850,1G6KD57Y26U126662,2006.0,Cadillac,DTS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003756,2007-09-25,N,2T2HK31U58C077010,Lexus,RX 350,2008,42907.0,2382.39,168.84,2424.0,36.0,Valparaiso,IN,463857760,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003764,2007-09-18,N,JTHCK262572019734,Lexus,IS 250,2007,33215.0,1547.0,-200.0,1747.0,1.0,South Bend,IN,466375650,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003770,2007-09-19,N,2T2HK31U48C077175,Lexus,RX 350,2008,42075.24,2427.49,938.25,1689.24,60.0,Three Rivers,MI,49093,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003786,2007-09-21,N,JTHBL46F475041343,Lexus,LS 460,2007,69772.0,4861.33,-599.35,5460.68,1.0,Niles,MI,49120,JTHBN36F840129308,2004.0,Lexus,LS 430,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003791,2007-10-05,N,JTJBT20X880151203,Lexus,GX 470,2008,49688.0,2946.45,-311.55,3258.0,1.0,Elkhart,IN,465151153,WDBSK75F24F085627,2004.0,Mercedes-Benz,SL500,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003792,2007-09-21,N,JTHBL46F375041706,Lexus,LS 460,2007,63000.0,4361.83,400.0,4402.45,42.0,Lakeville,IN,465369242,JTHBN36F840151308,2004.0,Lexus,LS 430,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003793,2007-09-21,U,JTJBT20X140029213,Lexus,GX 470,2004,36000.0,3989.53,200.0,4886.04,36.0,Niles,MI,491209200,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003795,2007-10-11,N,JTHGL46F685021876,Lexus,LS 460,2008,82450.0,8770.8,-1252.2,10023.0,1.0,Mishawaka,IN,465442620,WDBNG75J96A479225,2006.0,Mercedes-Benz,S500,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003798,2007-09-22,N,JTHCE96S370011143,Lexus,GS 350,2007,50150.0,3191.7,-357.3,3549.0,1.0,Mishawaka,IN,465444164,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003805,2007-09-24,N,JTHFN45Y789016493,Lexus,SC 430,2008,65000.0,5959.55,-777.45,6737.0,1.0,South Bend,IN,466351078,WBABR3342YEA83282,2000.0,BMW,323,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003808,2007-10-09,N,JTHBJ46G982165867,Lexus,ES 350,2008,41272.0,2900.35,-349.65,3250.0,1.0,South Bend,IN,466171025,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003813,2007-09-25,U,WDBSK75F24F085627,Mercedes-Benz,SL500,2004,52736.79,4236.34,-1245.45,5481.79,1.0,Edwardsburg,MI,491129622,JTJHW31U072018319,2007.0,Lexus,RX 400h,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003817,2007-09-25,N,JTHCK262682020540,Lexus,IS 250,2008,34439.0,2026.0,400.0,1826.0,48.0,Chicago,IL,606572779,1J4GW58N83C512015,2003.0,Jeep,Grand Cherokee,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003819,2007-09-25,U,2T2HK31U77C022900,Lexus,RX 350,2007,36000.0,2206.9,-568.97,2775.87,1.0,Bowmanville,ON,L1C5M2,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003820,2007-09-25,N,JTHCE96S170010086,Lexus,GS 350,2007,49604.51,3956.78,813.71,3491.79,36.0,Elkhart,IN,465145556,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003822,2007-09-25,U,1G6KD57Y26U126662,Cadillac,DTS,2006,29000.0,2735.0,300.0,3080.0,60.0,Granger,IN,465307406,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003826,2007-09-27,U,JTHBA30G045049243,Lexus,ES 330,2004,27900.0,3094.46,-864.82,3959.28,1.0,Sanger,CA,936579411,1G6ET1298RU620389,1994.0,Cadillac,Eldorado,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003827,2007-09-26,N,2T2HK31U18C077490,Lexus,RX 350,2008,41500.0,1248.1,516.1,932.0,36.0,Niles,MI,491207820,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003835,2007-09-28,N,JTHBJ46G382161572,Lexus,ES 350,2008,38400.0,1221.0,-200.0,1421.0,1.0,Pierceton,IN,465629643,JTHBJ46G772003170,2007.0,Lexus,ES 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003837,2007-09-28,N,JTJBT20X680150261,Lexus,GX 470,2008,52506.0,4424.6,-572.4,4997.0,1.0,Wexford,PA,150908657,5FNRL18693B075220,2003.0,Honda,Odyssey,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003840,2007-09-29,N,JTHBJ46G682159959,Lexus,ES 350,2008,36000.0,2415.0,-264.0,2679.0,1.0,Edwardsburg,MI,491129563,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003843,2007-09-27,N,JTHBJ46G082161979,Lexus,ES 350,2008,35500.0,1979.0,-200.0,2179.0,1.0,South Bend,IN,466289061,4T1BF28B51U126126,2001.0,Toyota,Avalon,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003845,2007-09-30,U,JTHBA30G545034771,Lexus,ES 330,2004,24434.91,1882.62,442.35,1753.7,60.0,Goshen,IN,465266433,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003852,2007-09-29,N,JTHBL46F485054336,Lexus,LS 460,2008,64290.37,4248.92,1502.55,2746.37,60.0,Elkhart,IN,465165806,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003858,2007-10-03,N,2T2HK31UX8C079397,Lexus,RX 350,2008,43000.0,3431.29,1056.24,2614.0,54.0,Niles,MI,491207829,JTJHA31U840047735,2004.0,Lexus,RX 330,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003864,2007-10-04,U,JTJHW31U072018319,Lexus,RX 400h,2007,48900.0,3266.64,-922.22,4188.86,1.0,Saint Joseph,MI,490853436,2T2HA31U64C022241,2004.0,Lexus,RX 330,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003868,2007-10-06,U,JTHBN36F640140565,Lexus,LS 430,2004,29451.0,250.36,150.0,300.36,72.0,Wolcottville,IN,467959527,1G6DW677160221379,2006.0,Cadillac,STS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003871,2007-10-05,U,WDBLK70G81T056733,Mercedes-Benz,CLK430,2001,25277.0,3574.2,-1024.73,4598.93,1.0,Granger,IN,465304225,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003872,2007-10-05,N,2T2HK31U88C079060,Lexus,RX 350,2008,39494.0,1357.0,-200.0,1557.0,1.0,Granger,IN,465304242,JN8AZ08W95W406791,2005.0,Nissan,Murano,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003874,2007-10-05,U,JTHBL46F275040921,Lexus,LS 460,2007,64755.0,5000.0,-1500.0,6500.0,1.0,Goshen,IN,465261559,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003879,2007-10-06,U,JTJBT20XX60112867,Lexus,GX 470,2006,43866.04,2308.74,-602.92,2911.66,1.0,Rolling Pr,IN,463719411,JTJBT20X130011146,2003.0,Lexus,GX 470,Not Applicable,Not Applicable,Not Applicable,Not Applicable
