DealNumber,ContractDate,InventoryType,VIN,VehicleMake,VehicleModel,VehicleModelYear,VehicleSalePrice,TotalGrossProfit,BackEndGrossProfit,FrontEndGrossProfit,ContractTerm,BuyerHomeAddressCity,BuyerHomeAddressState,BuyerHomeAddressPostalCode,Trade1_VIN,Trade1_Year,Trade1_Make,Trade1_Model,Trade2_VIN,Trade2_Year,Trade2_Make,Trade2_Model
2002788,2007-05-19,N,2T2HK31U98C062297,Lexus,RX 350,2008,39435.61,2972.59,438.98,2533.61,36.0,South Bend,IN,466376058,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002796,2007-05-21,N,2T2HK31U98C062509,Lexus,RX 350,2008,37917.69,865.69,-200.0,1065.69,1.0,Granger,IN,465308205,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002800,2007-05-22,U,2T2HA31U64C024376,Lexus,RX 330,2004,26076.48,682.71,-200.0,882.71,1.0,Nyack,NY,109604913,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002801,2007-05-21,N,2T2HK31U98C062476,Lexus,RX 350,2008,40223.0,2358.52,618.24,1940.28,48.0,Mishawaka,IN,465454041,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002819,2007-05-23,N,2T2HK31U28C057491,Lexus,RX 350,2008,43919.0,3092.25,537.01,2826.0,36.0,Elkhart,IN,465148630,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002827,2007-05-24,U,JTHBN30F720068832,Lexus,LS 430,2002,29900.0,4325.1,289.8,5213.73,48.0,Middlebury,IN,465400529,1G4HP52K434114912,2003.0,Buick,LeSabre,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002830,2007-05-24,N,2T2HK31UX8C061112,Lexus,RX 350,2008,45706.0,2353.8,-235.2,2589.0,1.0,Elkhart,IN,465144357,JTJHA31U940028403,2004.0,Lexus,RX 330,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002841,2007-05-25,U,JTHBA30G455081243,Lexus,ES 330,2005,28500.0,2317.34,-605.78,2923.12,1.0,Bridgman,MI,491060291,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002842,2007-05-25,U,JTJHW31U260007641,Lexus,RX 400h,2006,42775.0,3875.09,-1125.03,5000.12,1.0,Elkhart,IN,465149531,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002843,2007-05-26,N,JTJHW31U472023233,Lexus,RX 400h,2007,46500.0,2164.4,-200.0,2364.4,1.0,Naperville,IL,605638588,1GHDT13S422106707,2002.0,Oldsmobile,Bravada,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002849,2007-05-26,U,JTJBT20X440024264,Lexus,GX 470,2004,38500.0,4004.35,150.0,4972.47,36.0,South Haven,MI,490909697,JT6HF10U2Y0116734,2000.0,Lexus,RX 300,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002858,2007-05-26,N,JTHBJ46G972121608,Lexus,ES 350,2007,33900.0,710.0,-200.0,910.0,1.0,Naples,FL,341054552,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002862,2007-05-26,N,JTHCK262872016746,Lexus,IS 250,2007,37116.0,3268.74,723.74,2830.0,48.0,Jonesborough,TN,376595496,JTHBD192420042647,2002.0,Lexus,IS 300,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002865,2007-05-29,N,JTHBJ46G172095571,Lexus,ES 350,2007,38200.0,3470.15,500.0,3333.0,60.0,Goshen,IN,465285052,JT8BF28G6Y5101724,2000.0,Lexus,ES 300,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002873,2007-05-29,N,JTHBL46F975040950,Lexus,LS 460,2007,68000.0,7046.95,-985.05,8032.0,1.0,Plymouth,IN,465639034,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002874,2007-05-30,N,JTJHW31UX72030431,Lexus,RX 400h,2007,46085.0,1635.25,-200.0,1835.25,1.0,Saint Joseph,MI,490852042,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002886,2007-05-30,N,JTHBJ46G172117956,Lexus,ES 350,2007,34500.0,1226.0,-200.0,1426.0,1.0,Granger,IN,465307356,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002888,2007-05-30,N,JTHCE96S770009234,Lexus,GS 350,2007,45979.0,3815.6,-467.4,4283.0,1.0,Berrien Sprgs,MI,491039712,JM1TA2215S1119848,1995.0,Mazda,Millenia,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002891,2007-05-30,N,JTHBJ46G872117615,Lexus,ES 350,2007,37962.0,494.03,132.03,562.0,36.0,South Bend,IN,466289294,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002913,2007-05-31,N,2T2HK31U18C061998,Lexus,RX 350,2008,45637.0,2721.0,-300.0,3021.0,1.0,Granger,IN,465306512,JT8BD68S5W0013369,1998.0,Lexus,GS 300,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002915,2007-05-31,N,2T2HK31U28C061038,Lexus,RX 350,2008,37998.82,905.82,-200.0,1105.82,1.0,Valparaiso,IN,463859253,JT6HF10U3Y0108769,2000.0,Lexus,RX 300,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002917,2007-05-31,N,JTHBJ46G372127257,Lexus,ES 350,2007,39200.0,2306.3,-245.7,2552.0,1.0,Michigan City,IN,463610739,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002918,2007-05-31,N,JTHCE96S570006218,Lexus,GS 350,2007,47805.0,3525.58,742.39,3068.4,36.0,Elkhart,IN,465141228,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002922,2007-06-11,N,2T2HK31U48C064359,Lexus,RX 350,2008,42969.0,2507.67,176.4,2562.5,36.0,Niles,MI,491207798,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002924,2007-05-31,N,JTHCK262472017070,Lexus,IS 250,2007,36457.0,682.0,200.0,682.0,60.0,Valparaiso,IN,463858563,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002928,2007-05-31,N,JTHBL46F275040921,Lexus,LS 460,2007,68000.0,6995.95,-976.05,7972.0,1.0,Portage,MI,490027503,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002930,2007-05-31,N,JTJHW31U072030695,Lexus,RX 400h,2007,48500.0,3919.7,-498.3,4418.0,1.0,Watervliet,MI,490989126,2C8GF68454R510636,2004.0,Chrysler,Pacifica,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002939,2007-06-26,N,JTJHW31U372033011,Lexus,RX 400h,2007,47384.0,2891.2,-316.8,3208.0,1.0,Buchanan,MI,491078220,4JGAB57E33A442861,2003.0,Mercedes-Benz,ML350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002944,2007-06-04,N,JTHBL46F575040881,Lexus,LS 460,2007,63127.0,7445.83,715.93,7659.0,36.0,South Bend,IN,46601,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002946,2007-06-04,U,JT6HF10U3Y0108769,Lexus,RX 300,2000,13595.0,400.0,-100.0,500.0,1.0,Elkhart,IN,465149112,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002949,2007-06-05,N,JTHBJ46G972099948,Lexus,ES 350,2007,35000.0,1667.0,-200.0,1867.0,1.0,Fishers,IN,460377304,2C3AA63H35H519413,2005.0,Chrysler,300C,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002957,2007-06-06,N,JTHBJ46G472107342,Lexus,ES 350,2007,34500.0,1610.0,300.0,1510.0,60.0,Saint Joseph,MI,490858719,2MEFM74W2YX705190,2000.0,Mercury,Grand Marquis,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002959,2007-06-07,U,2T2HA31U86C096571,Lexus,RX 330,2006,39788.0,4244.3,742.05,4503.0,60.0,Granger,IN,465309400,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2002992,2007-06-09,U,JT8BF28G6Y5101724,Lexus,ES 300,2000,16822.0,3500.27,-1000.09,4500.36,1.0,Mishawaka,IN,465451727,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003003,2007-06-12,U,2T2HA31U25C083460,Lexus,RX 330,2005,34900.0,2492.3,-664.1,3156.4,1.0,South Bend,IN,466151212,4A3AE55H01E009039,2001.0,Mitsubishi,Eclipse Spyder,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003010,2007-06-13,U,JTJHA31U350098321,Lexus,RX 330,2005,34321.7,3294.51,150.0,4026.02,36.0,Osceola,IN,465618936,5UXFA53512LP52883,2002.0,BMW,X5,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003014,2007-06-14,N,2T2HK31U88C049296,Lexus,RX 350,2008,43569.0,3265.58,1064.78,2409.0,48.0,Detroit,MI,482212293,JT8BD69S450206643,2005.0,Lexus,GS 300,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003017,2007-06-16,U,JTHBA30G955133787,Lexus,ES 330,2005,29000.0,2201.99,-567.33,2769.32,1.0,Peachtree Cty,GA,302696642,JT8BF28G5X0214186,1999.0,Lexus,ES 300,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003018,2007-06-16,U,JTJHW31U860003576,Lexus,RX 400h,2006,39500.0,1860.72,-453.57,2314.29,1.0,South Bend,IN,466142465,WAUEH24B7YN041680,2000.0,Audi,A6,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003019,2007-06-18,U,JTHFN48Y420010206,Lexus,SC 430,2002,30500.0,946.66,-200.0,1146.66,1.0,Niles,MI,491202913,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003021,2007-06-18,N,2T2HK31U38C060013,Lexus,RX 350,2008,39140.0,1752.0,-200.0,1952.0,1.0,South Bend,IN,466172602,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003028,2007-06-18,N,JTHBJ46G872115444,Lexus,ES 350,2007,35680.36,2348.52,142.38,2434.16,36.0,Middlebury,IN,465409663,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003029,2007-06-18,U,JTJHW31U560035661,Lexus,RX 400h,2006,43000.0,2288.21,-596.07,2884.28,1.0,Bristol,IN,465079651,JTHBN96S765003110,2006.0,Lexus,GS 430,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003051,2007-06-21,N,JTHCK262872014320,Lexus,IS 250,2007,35196.49,1999.55,449.06,1750.49,36.0,Clearwater,FL,337631806,3VWMJ71K96M649256,2006.0,Volkswagen,Jetta,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003052,2007-06-21,U,JT8BD68S5W0013369,Lexus,GS 300,1998,12500.0,2098.56,-532.86,2631.42,1.0,Carmel,IN,460329727,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003054,2007-06-28,N,JTHBJ46GX72104784,Lexus,ES 350,2007,34786.0,1653.0,200.0,1653.0,36.0,Saint Joseph,MI,490859282,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003061,2007-06-21,N,JTHBJ46G272125600,Lexus,ES 350,2007,36972.0,2289.47,185.47,2314.0,48.0,Osceola,IN,465619509,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003062,2007-06-21,U,JTJHA31U940028403,Lexus,RX 330,2004,31054.0,3538.26,788.04,3500.29,66.0,Plymouth,IN,465639741,3GNEC16T9YG200314,2000.0,Chevrolet,Suburban 1500,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003066,2007-06-22,N,JTHBL46F075041193,Lexus,LS 460,2007,71628.0,7245.0,-1020.0,8265.0,1.0,Niles,MI,491207819,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003070,2007-06-23,N,JTJBT20X770144242,Lexus,GX 470,2007,53197.0,4552.7,733.05,4286.0,60.0,Bristol,IN,465078984,1HGCG5647WA247746,1998.0,Honda,Accord,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003071,2007-06-23,N,JTJBT20X370143556,Lexus,GX 470,2007,48000.0,1723.0,-200.0,1923.0,1.0,Bristol,IN,465079649,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003074,2007-06-25,U,JTEBU17R748017064,Toyota,4Runner,2004,22750.0,1322.55,-274.19,1596.74,1.0,Walkerton,IN,465748356,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003080,2007-06-25,U,JTHBA30G340014001,Lexus,ES 330,2004,19500.0,1704.73,28.64,2068.12,60.0,South Bend,IN,466149623,1HGEM21082L104730,2002.0,Honda,Civic,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003083,2007-06-25,N,JTHCE96SX70009387,Lexus,GS 350,2007,50548.0,4304.09,992.54,3690.0,48.0,Bourbon,IN,465041822,JTJHA31U650090004,2005.0,Lexus,RX 330,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003084,2007-06-25,U,4T1BF30K42U022004,Toyota,Camry,2002,13000.0,1631.9,-377.3,2009.2,1.0,Osceola,IN,465619509,JTHBA30G640010699,2004.0,Lexus,ES 330,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003090,2007-06-26,N,JTJHW31U672032550,Lexus,RX 400h,2007,47465.53,3248.3,159.77,3088.53,36.0,Hilton Head,SC,299262770,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003092,2007-06-26,U,2T2HA31U44C025848,Lexus,RX 330,2004,29500.0,3012.38,-837.46,3849.84,1.0,Westerville,OH,430819021,1FTPX145X5NA23723,2005.0,Ford,F-150,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003093,2007-07-23,N,JTHBJ46G472143645,Lexus,ES 350,2007,34200.0,1151.0,200.0,1151.0,60.0,South Bend,IN,466151040,JTHBA30G945043702,2004.0,Lexus,ES 330,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003094,2007-07-19,N,JTHBJ46G472142849,Lexus,ES 350,2007,35000.0,1751.0,-200.0,1951.0,1.0,Mishawaka,IN,465451603,JTHBF30G136010994,2003.0,Lexus,ES 300,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003102,2007-07-01,N,JTJHW31U072032267,Lexus,RX 400h,2007,50944.0,3542.3,-431.7,3974.0,1.0,South Bend,IN,466172602,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003105,2007-06-27,N,2T2HK31U28C066014,Lexus,RX 350,2008,41900.0,1364.0,-200.0,1564.0,1.0,Granger,IN,465304890,1HGCM665X5A031086,2005.0,Honda,Accord,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003113,2007-06-28,N,JTHGL46F975011647,Lexus,LS 460,2007,82392.0,7043.8,-949.2,7993.0,1.0,South Bend,IN,466142465,JTHBN30F110048767,2001.0,Lexus,LS 430,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003118,2007-06-29,N,2T2HK31U98C066804,Lexus,RX 350,2008,39000.0,1907.0,-200.0,2107.0,1.0,Saint Joseph,MI,490853414,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003122,2007-06-29,U,2T2HA31U65C065611,Lexus,RX 330,2005,34482.08,2460.37,250.0,2780.5,60.0,Elkhart,IN,465146072,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003124,2007-06-29,N,JTHBJ46G072095075,Lexus,ES 350,2007,38000.0,2303.74,-245.26,2549.0,1.0,Myrtle Beach,SC,295771695,1HGCM66564A051883,2004.0,Honda,Accord,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003134,2007-06-30,U,JTJBT20X750076814,Lexus,GX 470,2005,42460.0,4303.29,1177.74,4000.74,72.0,Benton Harbor,MI,490229472,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003141,2007-06-30,N,2T2HK31U58C059610,Lexus,RX 350,2008,39714.0,2777.5,308.95,2724.0,36.0,Mishawaka,IN,465458408,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003148,2007-07-03,N,2T2HK31U48C068086,Lexus,RX 350,2008,39500.0,1907.0,-200.0,2107.0,1.0,Pewaukee,WI,530725077,2T2HA31U35C060138,2005.0,Lexus,RX 330,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003153,2007-07-06,N,JTHBJ46G072125255,Lexus,ES 350,2007,39000.0,2561.3,-290.7,2852.0,1.0,Goshen,IN,465268717,2C3AA63H35H526023,2005.0,Chrysler,300C,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003159,2007-07-06,N,JTHBJ46G372137027,Lexus,ES 350,2007,38239.0,2218.6,408.6,2010.0,60.0,Mishawaka,IN,465451571,1FMDU75W12UA69234,2002.0,Ford,Explorer,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003164,2007-07-06,N,JTHGL46F675018927,Lexus,LS 460,2007,72451.0,4005.0,-200.0,4205.0,1.0,Walkerton,IN,465740106,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003170,2007-07-07,N,JTHBJ46G972079683,Lexus,ES 350,2007,41621.0,3256.53,659.25,2895.39,60.0,Granger,IN,465307200,1HGCM56874A065358,2004.0,Honda,Accord,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003173,2007-07-07,N,2T2HK31U88C068334,Lexus,RX 350,2008,39200.0,2507.0,400.0,2307.0,36.0,Mishawaka,IN,465456042,JTJHA31U640019562,2004.0,Lexus,RX 330,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003175,2007-07-07,N,2T2HK31U58C068968,Lexus,RX 350,2008,45706.0,2721.0,-300.0,3021.0,1.0,Bloomington,IL,617042720,1D4GP45R95B164984,2005.0,Dodge,Caravan,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003176,2007-07-07,U,1N4BA41E84C866501,Nissan,Maxima,2004,18919.0,1966.86,-488.96,2455.82,1.0,South Bend,IN,466351020,4T1BG22K7XU598746,1999.0,Toyota,Camry,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003182,2007-07-09,U,JT8BD69SX40201140,Lexus,GS 300,2004,26500.0,2112.66,-537.56,2650.22,1.0,Granger,IN,465309414,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003186,2007-07-10,N,JTHCK262675009812,Lexus,IS 250,2007,37350.0,2853.24,439.99,2675.0,36.0,Plymouth,IN,465639581,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003190,2007-07-11,N,2T2HK31U38C068757,Lexus,RX 350,2008,43406.0,2752.45,-305.55,3058.0,1.0,Granger,IN,465307203,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003191,2007-07-11,N,2T2HK31U48C064734,Lexus,RX 350,2008,43569.0,3633.93,657.93,3321.0,39.0,Plymouth,IN,465638256,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003199,2007-07-11,N,JTHBJ46G172134126,Lexus,ES 350,2007,34858.0,2094.38,426.38,1868.0,36.0,Granger,IN,465306548,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003201,2007-07-12,N,JTHCE96S870010392,Lexus,GS 350,2007,47939.0,5225.0,1848.0,3767.0,48.0,Niles,MI,491204138,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003204,2007-07-11,U,JTJHA31U650090004,Lexus,RX 330,2005,34900.0,3104.76,-868.25,3973.01,1.0,Osceola,IN,465619087,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003205,2007-07-13,U,JTHFN48Y550062982,Lexus,SC 430,2005,49000.0,3959.67,300.0,4712.89,36.0,Niles,MI,491207604,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003206,2007-07-11,U,JTJHA31U640019562,Lexus,RX 330,2004,27694.52,3079.64,-859.88,3939.52,1.0,Osceola,IN,465618548,1HGCM56466A015289,2006.0,Honda,Accord,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003211,2007-07-12,N,JTHBJ46GX72136926,Lexus,ES 350,2007,35700.0,1718.0,-200.0,1918.0,1.0,Granger,IN,465308840,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003214,2007-07-12,N,JTHCK262X75013829,Lexus,IS 250,2007,33870.26,2223.92,-228.34,2452.26,48.0,Granger,IN,465304834,YV1RS61T032265405,2003.0,Volvo,S60,JA4LZ41F74U004889,2004.0,Mitsubishi,Outlander
2003216,2007-07-13,N,JTHCK262375014112,Lexus,IS 250,2007,36516.0,2030.0,-200.0,2230.0,1.0,Cromwell,IN,467329686,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003227,2007-07-16,N,JTHBJ46G172139830,Lexus,ES 350,2007,35000.0,2110.0,300.0,2010.0,48.0,Mishawaka,IN,465451562,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003229,2007-07-16,N,JTHDU46F785001202,Lexus,LS 600h,2008,121000.0,16862.0,-400.0,17262.0,1.0,Elkhart,IN,465142734,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003230,2007-07-16,N,JTHCE96SX70010216,Lexus,GS 350,2007,48252.0,3010.7,414.0,2849.0,60.0,Granger,IN,465308458,19UUA66266A061982,2006.0,Acura,TL,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003234,2007-07-16,N,JTHBJ46G272133048,Lexus,ES 350,2007,35904.0,2614.0,-300.0,2914.0,1.0,Dowagiac,MI,490471135,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003247,2007-07-18,N,JTJHW31UX72031689,Lexus,RX 400h,2007,47813.0,2724.6,-287.4,3012.0,1.0,Granger,IN,465309762,1GYEK63NX3R247286,2003.0,Cadillac,Escalade,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003249,2007-07-17,N,JTHCK262875014011,Lexus,IS 250,2007,36706.0,1586.12,456.12,1330.0,36.0,Elkhart,IN,46516,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003257,2007-07-19,U,1GNET16P446233588,Chevrolet,TrailBlazer EXT,2004,16951.0,2906.53,-802.18,3708.71,1.0,Granger,IN,465307845,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003275,2007-10-26,N,JTJBT20X780152391,Lexus,GX 470,2008,55357.0,6726.4,-978.6,7705.0,1.0,Valparaiso,IN,463834376,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003282,2007-07-23,N,2T2HK31U38C066992,Lexus,RX 350,2008,45706.0,3599.95,628.2,3316.0,60.0,South Bend,IN,466151017,JTHBF30GX36021301,2003.0,Lexus,ES 300,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003287,2007-07-21,N,JTHCE96S270010162,Lexus,GS 350,2007,47000.0,3128.7,600.0,2769.0,60.0,Granger,IN,465306032,WBAAV53411JS94082,2001.0,BMW,330,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003290,2007-07-23,N,2T2HK31U78C070849,Lexus,RX 350,2008,38714.0,3141.42,1520.42,1821.0,72.0,Saint Joseph,MI,490852375,JTHCK262662000592,2006.0,Lexus,IS 250,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003312,2007-07-25,N,JTHBJ46GX72133069,Lexus,ES 350,2007,37000.0,1958.0,-200.0,2158.0,1.0,North Port,FL,342888631,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003327,2007-07-31,N,JTHCK262972016562,Lexus,IS 250,2007,37500.0,3071.4,200.0,3214.0,36.0,Mishawaka,IN,465454062,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003328,2007-07-27,U,JTHCK262262006681,Lexus,IS 250,2006,30400.0,2033.75,150.0,2345.0,60.0,Middlebury,IN,465408795,WDBRF40J15A743496,2005.0,Mercedes-Benz,C230,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003329,2007-07-27,U,1GKFK16T21J255275,GMC,Yukon XL 1500,2001,13300.0,2568.24,-689.42,3257.66,1.0,Laingsburg,MI,488488724,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003330,2007-07-28,N,JTHCK262375014384,Lexus,IS 250,2007,33000.0,2125.15,743.15,1582.0,36.0,Bozeman,MT,597189696,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003340,2007-07-28,N,2T2HK31U68C069059,Lexus,RX 350,2008,39500.0,1490.37,583.38,1106.99,36.0,Rochester,IN,469759713,2C3HD46RX1H607660,2001.0,Chrysler,Concorde,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003342,2007-07-28,U,JTJHW31UX62003745,Lexus,RX 400h,2006,38500.0,3528.75,-1009.59,4538.34,1.0,Niles,MI,49120,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2003345,2007-07-28,N,2T2HK31U58C069232,Lexus,RX 350,2008,42000.0,1464.0,-200.0,1664.0,1.0,La Porte,IN,463506662,JT6HF10U8Y0154551,2000.0,Lexus,RX 300,Not Applicable,Not Applicable,Not Applicable,Not Applicable
